"Story","Title","Result","Date","Stability","Duration (s)"
"Funcionalidad Checkout Open Cart","Validar que la orden de un producto fue exitoso","SUCCESS","2023-03-11T11:48:36.328355-05:00[America/Lima]","0.0","36.37"
